time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-24 00:00:00+00:00,,,2,2
2022-05-25 00:00:00+00:00,1.0,1.0,3,3
2022-05-27 00:00:00+00:00,4.0,1.0,3,2
2022-05-28 00:00:00+00:00,,,1,1
2022-05-29 00:00:00+00:00,,,1,1
2022-05-30 00:00:00+00:00,,,1,1
2022-05-31 00:00:00+00:00,,,1,1
2022-06-01 00:00:00+00:00,,,4,2
2022-06-02 00:00:00+00:00,1.0,1.0,49,5
2022-06-03 00:00:00+00:00,,,14,6
2022-06-04 00:00:00+00:00,1.0,1.0,14,5
2022-06-05 00:00:00+00:00,1.0,1.0,1,1
2022-06-06 00:00:00+00:00,,,8,3
