time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-14 00:00:00+00:00,,,3,3
2021-06-15 00:00:00+00:00,,,43,5
2021-06-16 00:00:00+00:00,2.0,2.0,12,6
2021-06-17 00:00:00+00:00,1.0,1.0,17,6
2021-06-18 00:00:00+00:00,1.0,1.0,84,8
2021-06-19 00:00:00+00:00,,,3,3
2021-06-20 00:00:00+00:00,,,43,3
2021-06-21 00:00:00+00:00,,,8,4
2021-06-22 00:00:00+00:00,2.0,2.0,39,7
2021-06-23 00:00:00+00:00,,,42,9
2021-06-24 00:00:00+00:00,1.0,1.0,22,7
2021-06-25 00:00:00+00:00,1.0,1.0,15,14
2021-06-26 00:00:00+00:00,,,2,1
2021-06-27 00:00:00+00:00,1.0,1.0,1,1
