referrer,views_total,views_unique
github.com,69,11
jonescompneurolab.github.io,37,4
Google,28,8
elifesciences.org,7,2
hnn.brown.edu,7,2
mail.google.com,2,1
Bing,1,1
groups.google.com,1,1
