time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-23 00:00:00+00:00,3.0,3.0,29,5
2021-11-24 00:00:00+00:00,4.0,4.0,2,1
2021-11-25 00:00:00+00:00,1.0,1.0,5,2
2021-11-26 00:00:00+00:00,2.0,2.0,12,4
2021-11-28 00:00:00+00:00,,,1,1
2021-11-29 00:00:00+00:00,2.0,2.0,18,3
2021-11-30 00:00:00+00:00,3.0,3.0,3,3
2021-12-01 00:00:00+00:00,1.0,1.0,2,1
2021-12-02 00:00:00+00:00,1.0,1.0,8,3
2021-12-03 00:00:00+00:00,1.0,1.0,8,2
2021-12-05 00:00:00+00:00,,,12,1
2021-12-06 00:00:00+00:00,,,61,4
