referrer,views_total,views_unique
Google,32,15
github.com,30,8
jonescompneurolab.github.io,19,5
hnn.brown.edu,6,1
neuron.yale.edu,2,1
elifesciences.org,1,1
engine.presearch.org,1,1
brown.edu,1,1
zenodo.org,1,1
