time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-07 00:00:00+00:00,1.0,1.0,14,6
2021-06-08 00:00:00+00:00,,,39,5
2021-06-09 00:00:00+00:00,1.0,1.0,15,7
2021-06-10 00:00:00+00:00,,,18,6
2021-06-11 00:00:00+00:00,,,50,12
2021-06-12 00:00:00+00:00,1.0,1.0,26,5
2021-06-13 00:00:00+00:00,1.0,1.0,5,3
2021-06-14 00:00:00+00:00,,,3,3
2021-06-15 00:00:00+00:00,,,43,5
2021-06-16 00:00:00+00:00,2.0,2.0,12,6
2021-06-17 00:00:00+00:00,1.0,1.0,17,6
2021-06-18 00:00:00+00:00,1.0,1.0,84,8
2021-06-19 00:00:00+00:00,,,3,3
2021-06-20 00:00:00+00:00,,,43,3
