time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-12 00:00:00+00:00,1.0,1.0,1,1
2021-11-13 00:00:00+00:00,,,5,1
2021-11-14 00:00:00+00:00,,,6,2
2021-11-15 00:00:00+00:00,,,2,2
2021-11-16 00:00:00+00:00,,,2,2
2021-11-17 00:00:00+00:00,,,7,3
2021-11-18 00:00:00+00:00,,,9,3
2021-11-19 00:00:00+00:00,2.0,2.0,2,2
2021-11-20 00:00:00+00:00,,,1,1
2021-11-21 00:00:00+00:00,,,2,2
2021-11-22 00:00:00+00:00,1.0,1.0,6,5
2021-11-23 00:00:00+00:00,3.0,3.0,29,5
2021-11-24 00:00:00+00:00,4.0,4.0,2,1
2021-11-25 00:00:00+00:00,1.0,1.0,5,2
