time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-15 00:00:00+00:00,1.0,1.0,30.0,4.0
2021-10-16 00:00:00+00:00,2.0,2.0,,
2021-10-17 00:00:00+00:00,,,1.0,1.0
2021-10-18 00:00:00+00:00,,,2.0,2.0
2021-10-19 00:00:00+00:00,,,8.0,1.0
2021-10-20 00:00:00+00:00,1.0,1.0,56.0,5.0
2021-10-21 00:00:00+00:00,9.0,2.0,19.0,3.0
2021-10-22 00:00:00+00:00,4.0,1.0,,
2021-10-23 00:00:00+00:00,12.0,3.0,,
2021-10-24 00:00:00+00:00,,,4.0,2.0
2021-10-25 00:00:00+00:00,,,25.0,3.0
2021-10-26 00:00:00+00:00,2.0,1.0,22.0,8.0
2021-10-27 00:00:00+00:00,,,35.0,7.0
2021-10-28 00:00:00+00:00,,,3.0,3.0
