referrer,views_total,views_unique
github.com,22,9
Google,15,6
jonescompneurolab.github.io,3,1
elifesciences.org,2,1
mail.google.com,2,1
Bing,1,1
hnn.brown.edu,1,1
groups.google.com,1,1
