time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-12 00:00:00+00:00,16,3,47.0,9.0
2025-05-13 00:00:00+00:00,4,3,36.0,5.0
2025-05-14 00:00:00+00:00,3,2,38.0,8.0
2025-05-15 00:00:00+00:00,3,2,13.0,3.0
2025-05-16 00:00:00+00:00,6,4,78.0,7.0
2025-05-17 00:00:00+00:00,3,3,,
2025-05-18 00:00:00+00:00,3,2,5.0,3.0
2025-05-19 00:00:00+00:00,7,4,32.0,4.0
2025-05-20 00:00:00+00:00,7,4,19.0,4.0
2025-05-21 00:00:00+00:00,28,5,31.0,5.0
2025-05-22 00:00:00+00:00,15,4,27.0,7.0
2025-05-23 00:00:00+00:00,2,1,12.0,4.0
2025-05-25 00:00:00+00:00,5,4,3.0,3.0
