time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-01 00:00:00+00:00,3.0,2.0,1,1
2023-07-02 00:00:00+00:00,1.0,1.0,2,2
2023-07-03 00:00:00+00:00,12.0,6.0,44,4
2023-07-04 00:00:00+00:00,10.0,4.0,72,5
2023-07-05 00:00:00+00:00,19.0,4.0,114,8
2023-07-06 00:00:00+00:00,14.0,5.0,49,9
2023-07-07 00:00:00+00:00,2.0,1.0,3,2
2023-07-08 00:00:00+00:00,8.0,2.0,11,2
2023-07-09 00:00:00+00:00,,,11,5
2023-07-10 00:00:00+00:00,3.0,3.0,22,6
2023-07-11 00:00:00+00:00,2.0,2.0,2,1
2023-07-12 00:00:00+00:00,8.0,2.0,49,4
2023-07-14 00:00:00+00:00,,,18,6
