referrer,views_total,views_unique
github.com,418,14
Google,92,15
jonescompneurolab.github.io,77,5
joss.theoj.org,23,1
neurostars.org,19,1
hnn.brown.edu,18,4
researchgate.net,2,1
mail.google.com,1,1
