time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-23 00:00:00+00:00,147,3,119,8
2024-07-24 00:00:00+00:00,140,3,171,10
2024-07-25 00:00:00+00:00,114,4,166,12
2024-07-26 00:00:00+00:00,123,6,280,13
2024-07-27 00:00:00+00:00,37,3,31,7
2024-07-28 00:00:00+00:00,30,3,63,5
2024-07-29 00:00:00+00:00,151,3,219,15
2024-07-30 00:00:00+00:00,142,6,340,17
2024-07-31 00:00:00+00:00,224,5,445,10
2024-08-01 00:00:00+00:00,40,3,121,9
2024-08-02 00:00:00+00:00,24,2,24,5
2024-08-03 00:00:00+00:00,1,1,12,3
2024-08-04 00:00:00+00:00,13,2,10,2
2024-08-05 00:00:00+00:00,61,3,81,8
