time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,,,30,7
2024-09-17 00:00:00+00:00,36.0,2.0,80,9
2024-09-18 00:00:00+00:00,37.0,2.0,150,6
2024-09-19 00:00:00+00:00,60.0,2.0,113,8
2024-09-20 00:00:00+00:00,41.0,5.0,77,5
2024-09-21 00:00:00+00:00,,,3,2
2024-09-22 00:00:00+00:00,2.0,2.0,1,1
2024-09-23 00:00:00+00:00,67.0,4.0,129,8
2024-09-24 00:00:00+00:00,24.0,2.0,55,7
2024-09-25 00:00:00+00:00,2.0,1.0,55,11
2024-09-26 00:00:00+00:00,44.0,6.0,92,9
2024-09-27 00:00:00+00:00,100.0,4.0,65,4
2024-09-28 00:00:00+00:00,1.0,1.0,2,2
2024-09-29 00:00:00+00:00,1.0,1.0,2,2
