time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-25 00:00:00+00:00,12,5,49.0,4.0
2023-06-26 00:00:00+00:00,6,3,150.0,7.0
2023-06-27 00:00:00+00:00,3,3,102.0,4.0
2023-06-28 00:00:00+00:00,18,4,27.0,5.0
2023-06-29 00:00:00+00:00,8,2,26.0,6.0
2023-06-30 00:00:00+00:00,10,4,,
2023-07-01 00:00:00+00:00,3,2,1.0,1.0
2023-07-02 00:00:00+00:00,1,1,2.0,2.0
2023-07-03 00:00:00+00:00,12,6,44.0,4.0
2023-07-04 00:00:00+00:00,10,4,72.0,5.0
2023-07-05 00:00:00+00:00,19,4,114.0,8.0
2023-07-06 00:00:00+00:00,14,5,49.0,9.0
2023-07-07 00:00:00+00:00,2,1,3.0,2.0
2023-07-08 00:00:00+00:00,8,2,11.0,2.0
