time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-19 00:00:00+00:00,1.0,1.0,,
2022-11-20 00:00:00+00:00,2.0,2.0,,
2022-11-21 00:00:00+00:00,26.0,5.0,59.0,7.0
2022-11-22 00:00:00+00:00,44.0,6.0,55.0,4.0
2022-11-23 00:00:00+00:00,14.0,6.0,37.0,5.0
2022-11-24 00:00:00+00:00,41.0,2.0,28.0,3.0
2022-11-25 00:00:00+00:00,,,3.0,2.0
2022-11-27 00:00:00+00:00,,,1.0,1.0
2022-11-28 00:00:00+00:00,11.0,2.0,11.0,4.0
2022-11-29 00:00:00+00:00,,,11.0,4.0
2022-11-30 00:00:00+00:00,,,17.0,5.0
2022-12-01 00:00:00+00:00,1.0,1.0,6.0,3.0
2022-12-02 00:00:00+00:00,1.0,1.0,11.0,1.0
