time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,4.0,4.0,30,2
2023-01-30 00:00:00+00:00,,,19,6
2023-01-31 00:00:00+00:00,1.0,1.0,9,4
2023-02-01 00:00:00+00:00,,,25,6
2023-02-02 00:00:00+00:00,,,2,2
2023-02-03 00:00:00+00:00,,,6,2
2023-02-04 00:00:00+00:00,1.0,1.0,11,5
2023-02-05 00:00:00+00:00,,,1,1
2023-02-06 00:00:00+00:00,1.0,1.0,8,4
2023-02-07 00:00:00+00:00,1.0,1.0,1,1
2023-02-08 00:00:00+00:00,9.0,3.0,18,3
2023-02-09 00:00:00+00:00,16.0,2.0,31,5
2023-02-10 00:00:00+00:00,,,15,4
2023-02-11 00:00:00+00:00,17.0,3.0,8,3
