time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-24 00:00:00+00:00,71.0,5.0,300,10
2024-06-25 00:00:00+00:00,114.0,2.0,290,9
2024-06-26 00:00:00+00:00,14.0,2.0,128,7
2024-06-27 00:00:00+00:00,43.0,4.0,139,12
2024-06-28 00:00:00+00:00,13.0,3.0,24,6
2024-06-29 00:00:00+00:00,1.0,1.0,3,1
2024-06-30 00:00:00+00:00,25.0,4.0,28,4
2024-07-01 00:00:00+00:00,13.0,3.0,95,7
2024-07-02 00:00:00+00:00,29.0,4.0,184,13
2024-07-03 00:00:00+00:00,24.0,2.0,36,9
2024-07-04 00:00:00+00:00,12.0,2.0,29,5
2024-07-05 00:00:00+00:00,428.0,4.0,309,6
2024-07-06 00:00:00+00:00,,,3,2
2024-07-07 00:00:00+00:00,63.0,3.0,76,6
