referrer,views_total,views_unique
github.com,473,19
neurostars.org,48,9
jonescompneurolab.github.io,29,3
Google,27,12
ncbi.nlm.nih.gov,24,1
mail.google.com,20,2
app.codecov.io,5,2
docs.google.com,4,3
search.brave.com,2,1
hnn.brown.edu,1,1
