time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-13 00:00:00+00:00,36.0,2.0,156,12
2024-11-14 00:00:00+00:00,21.0,2.0,184,13
2024-11-15 00:00:00+00:00,13.0,3.0,286,8
2024-11-16 00:00:00+00:00,1.0,1.0,7,2
2024-11-17 00:00:00+00:00,,,37,5
2024-11-18 00:00:00+00:00,12.0,2.0,132,11
2024-11-19 00:00:00+00:00,,,99,12
2024-11-20 00:00:00+00:00,36.0,2.0,132,9
2024-11-21 00:00:00+00:00,73.0,3.0,171,10
2024-11-22 00:00:00+00:00,54.0,3.0,136,8
2024-11-23 00:00:00+00:00,5.0,3.0,10,3
2024-11-24 00:00:00+00:00,,,5,4
2024-11-25 00:00:00+00:00,65.0,4.0,135,9
2024-11-26 00:00:00+00:00,170.0,3.0,227,10
