time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-13 00:00:00+00:00,,,12,4
2024-02-14 00:00:00+00:00,,,14,4
2024-02-15 00:00:00+00:00,46.0,9.0,163,17
2024-02-16 00:00:00+00:00,2.0,2.0,12,7
2024-02-17 00:00:00+00:00,2.0,2.0,3,3
2024-02-19 00:00:00+00:00,1.0,1.0,4,2
2024-02-20 00:00:00+00:00,,,63,2
2024-02-21 00:00:00+00:00,1.0,1.0,38,4
2024-02-22 00:00:00+00:00,,,51,10
2024-02-23 00:00:00+00:00,1.0,1.0,6,3
2024-02-24 00:00:00+00:00,,,1,1
2024-02-25 00:00:00+00:00,,,11,5
2024-02-26 00:00:00+00:00,,,26,2
