time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-13 00:00:00+00:00,1.0,1.0,,
2023-08-14 00:00:00+00:00,16.0,2.0,55.0,5.0
2023-08-15 00:00:00+00:00,16.0,2.0,16.0,3.0
2023-08-16 00:00:00+00:00,1.0,1.0,22.0,6.0
2023-08-17 00:00:00+00:00,55.0,2.0,132.0,8.0
2023-08-18 00:00:00+00:00,18.0,4.0,30.0,2.0
2023-08-19 00:00:00+00:00,1.0,1.0,22.0,2.0
2023-08-20 00:00:00+00:00,,,3.0,1.0
2023-08-21 00:00:00+00:00,10.0,4.0,53.0,6.0
2023-08-22 00:00:00+00:00,41.0,3.0,90.0,6.0
2023-08-23 00:00:00+00:00,120.0,5.0,324.0,7.0
2023-08-24 00:00:00+00:00,80.0,3.0,295.0,9.0
2023-08-25 00:00:00+00:00,21.0,5.0,83.0,8.0
2023-08-26 00:00:00+00:00,3.0,2.0,20.0,3.0
