time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-03 00:00:00+00:00,232,103,8,3
2026-07-04 00:00:00+00:00,128,76,14,5
2026-07-05 00:00:00+00:00,128,75,33,6
2026-07-06 00:00:00+00:00,61,24,40,8
2026-07-07 00:00:00+00:00,87,30,15,8
2026-07-08 00:00:00+00:00,26,14,35,7
2026-07-09 00:00:00+00:00,112,30,32,8
2026-07-10 00:00:00+00:00,29,24,10,8
2026-07-11 00:00:00+00:00,40,27,7,7
2026-07-12 00:00:00+00:00,25,22,2,2
2026-07-13 00:00:00+00:00,9714,22,23,8
2026-07-14 00:00:00+00:00,57,21,8,5
2026-07-15 00:00:00+00:00,46,18,16,6
2026-07-16 00:00:00+00:00,123,17,60,4
