referrer,views_total,views_unique
github.com,146,15
Google,65,6
jonescompneurolab.github.io,56,10
neurostars.org,40,14
hnn.brown.edu,8,2
chatgpt.com,5,3
joss.theoj.org,2,1
mne.discourse.group,2,1
Bing,1,1
