time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-28 00:00:00+00:00,1650,68,21,8
2026-07-29 00:00:00+00:00,88,25,28,8
2026-07-30 00:00:00+00:00,356,20,76,14
2026-07-31 00:00:00+00:00,2,1,28,11
2026-08-01 00:00:00+00:00,106,14,6,6
2026-08-02 00:00:00+00:00,511,13,15,9
2026-08-03 00:00:00+00:00,578,22,119,32
2026-08-04 00:00:00+00:00,138,48,69,25
2026-08-05 00:00:00+00:00,49,29,25,17
2026-08-06 00:00:00+00:00,17,13,107,12
2026-08-07 00:00:00+00:00,99,29,15,6
2026-08-08 00:00:00+00:00,74,47,7,7
2026-08-09 00:00:00+00:00,97,28,40,9
2026-08-10 00:00:00+00:00,420,222,69,8
