time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-09 00:00:00+00:00,15.0,4.0,74,16
2024-10-10 00:00:00+00:00,36.0,2.0,35,12
2024-10-11 00:00:00+00:00,25.0,3.0,55,8
2024-10-12 00:00:00+00:00,2.0,2.0,10,8
2024-10-13 00:00:00+00:00,,,5,4
2024-10-14 00:00:00+00:00,,,57,8
2024-10-15 00:00:00+00:00,,,221,15
2024-10-16 00:00:00+00:00,12.0,2.0,29,12
2024-10-17 00:00:00+00:00,15.0,2.0,131,12
2024-10-18 00:00:00+00:00,65.0,4.0,292,12
2024-10-19 00:00:00+00:00,87.0,5.0,42,5
2024-10-20 00:00:00+00:00,35.0,2.0,74,5
2024-10-21 00:00:00+00:00,39.0,2.0,255,14
2024-10-22 00:00:00+00:00,56.0,5.0,216,18
