time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-13 00:00:00+00:00,22.0,1.0,33,5
2023-02-14 00:00:00+00:00,11.0,4.0,33,7
2023-02-15 00:00:00+00:00,24.0,6.0,26,3
2023-02-16 00:00:00+00:00,22.0,4.0,53,6
2023-02-17 00:00:00+00:00,2.0,1.0,23,6
2023-02-18 00:00:00+00:00,1.0,1.0,5,1
2023-02-19 00:00:00+00:00,21.0,1.0,15,1
2023-02-20 00:00:00+00:00,23.0,3.0,26,4
2023-02-21 00:00:00+00:00,3.0,2.0,4,3
2023-02-22 00:00:00+00:00,,,19,3
2023-02-23 00:00:00+00:00,2.0,2.0,17,6
2023-02-24 00:00:00+00:00,2.0,2.0,6,3
2023-02-25 00:00:00+00:00,1.0,1.0,1,1
2023-02-26 00:00:00+00:00,,,4,3
