time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-19 00:00:00+00:00,1,1,48.0,7.0
2025-02-20 00:00:00+00:00,76,9,135.0,8.0
2025-02-21 00:00:00+00:00,2,2,87.0,7.0
2025-02-22 00:00:00+00:00,15,4,22.0,3.0
2025-02-23 00:00:00+00:00,2,2,,
2025-02-24 00:00:00+00:00,78,8,193.0,11.0
2025-02-25 00:00:00+00:00,32,4,31.0,9.0
2025-02-26 00:00:00+00:00,3,3,65.0,8.0
2025-02-27 00:00:00+00:00,16,5,157.0,18.0
2025-02-28 00:00:00+00:00,40,2,146.0,9.0
2025-03-01 00:00:00+00:00,16,3,195.0,7.0
2025-03-02 00:00:00+00:00,4,4,39.0,5.0
2025-03-03 00:00:00+00:00,58,12,183.0,8.0
2025-03-04 00:00:00+00:00,46,5,86.0,12.0
