time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-26 00:00:00+00:00,121,7,173,11
2025-03-27 00:00:00+00:00,214,17,215,9
2025-03-28 00:00:00+00:00,2,2,31,9
2025-03-29 00:00:00+00:00,7,4,5,3
2025-03-30 00:00:00+00:00,15,3,16,5
2025-03-31 00:00:00+00:00,186,11,236,8
2025-04-01 00:00:00+00:00,105,22,160,10
2025-04-02 00:00:00+00:00,141,16,146,12
2025-04-03 00:00:00+00:00,21,7,85,10
2025-04-04 00:00:00+00:00,1,1,27,9
2025-04-05 00:00:00+00:00,7,6,1,1
2025-04-06 00:00:00+00:00,1,1,21,4
2025-04-07 00:00:00+00:00,2,1,44,9
2025-04-08 00:00:00+00:00,4,2,21,7
