time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-31 00:00:00+00:00,,,5,3
2024-01-01 00:00:00+00:00,2.0,1.0,3,2
2024-01-02 00:00:00+00:00,2.0,2.0,8,3
2024-01-03 00:00:00+00:00,1.0,1.0,10,3
2024-01-04 00:00:00+00:00,17.0,2.0,15,4
2024-01-05 00:00:00+00:00,,,17,5
2024-01-06 00:00:00+00:00,1.0,1.0,4,2
2024-01-07 00:00:00+00:00,,,9,1
2024-01-08 00:00:00+00:00,11.0,3.0,73,10
2024-01-09 00:00:00+00:00,13.0,3.0,184,9
2024-01-10 00:00:00+00:00,38.0,6.0,74,6
2024-01-11 00:00:00+00:00,20.0,5.0,83,8
2024-01-12 00:00:00+00:00,76.0,7.0,136,9
2024-01-13 00:00:00+00:00,2.0,2.0,10,5
