referrer,views_total,views_unique
Google,81,12
github.com,81,10
jonescompneurolab.github.io,49,7
neurostars.org,44,14
hnn.brown.edu,5,2
chatgpt.com,3,2
joss.theoj.org,2,1
ecosia.org,2,1
mne.discourse.group,2,1
