time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-11 00:00:00+00:00,3.0,3.0,6,3
2023-09-12 00:00:00+00:00,,,22,3
2023-09-13 00:00:00+00:00,4.0,3.0,53,9
2023-09-14 00:00:00+00:00,11.0,5.0,68,10
2023-09-15 00:00:00+00:00,6.0,5.0,67,11
2023-09-16 00:00:00+00:00,1.0,1.0,2,1
2023-09-17 00:00:00+00:00,,,10,1
2023-09-18 00:00:00+00:00,8.0,2.0,58,8
2023-09-19 00:00:00+00:00,8.0,2.0,34,7
2023-09-20 00:00:00+00:00,21.0,3.0,17,5
2023-09-21 00:00:00+00:00,19.0,4.0,38,8
2023-09-22 00:00:00+00:00,16.0,2.0,20,3
2023-09-23 00:00:00+00:00,20.0,2.0,11,3
2023-09-24 00:00:00+00:00,2.0,2.0,7,2
