time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-22 00:00:00+00:00,,,51,10
2024-02-23 00:00:00+00:00,1.0,1.0,6,3
2024-02-24 00:00:00+00:00,,,1,1
2024-02-25 00:00:00+00:00,,,11,5
2024-02-26 00:00:00+00:00,,,26,2
2024-02-27 00:00:00+00:00,,,1,1
2024-02-28 00:00:00+00:00,10.0,3.0,60,7
2024-02-29 00:00:00+00:00,2.0,1.0,53,12
2024-03-01 00:00:00+00:00,,,72,10
2024-03-02 00:00:00+00:00,1.0,1.0,23,5
2024-03-03 00:00:00+00:00,,,3,2
2024-03-04 00:00:00+00:00,3.0,3.0,151,8
2024-03-05 00:00:00+00:00,1.0,1.0,21,8
2024-03-06 00:00:00+00:00,3.0,3.0,71,7
