time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-13 00:00:00+00:00,9,3,9,1
2023-05-15 00:00:00+00:00,52,2,145,6
2023-05-16 00:00:00+00:00,8,2,64,9
2023-05-17 00:00:00+00:00,69,7,184,8
2023-05-18 00:00:00+00:00,16,2,109,8
2023-05-19 00:00:00+00:00,17,2,52,4
2023-05-20 00:00:00+00:00,29,5,43,4
2023-05-21 00:00:00+00:00,51,14,47,3
2023-05-22 00:00:00+00:00,35,5,33,4
2023-05-23 00:00:00+00:00,44,3,37,5
2023-05-24 00:00:00+00:00,25,2,100,8
2023-05-25 00:00:00+00:00,57,2,185,9
2023-05-26 00:00:00+00:00,1,1,26,8
