time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,1,1,5.0,2.0
2025-06-22 00:00:00+00:00,1,1,4.0,2.0
2025-06-23 00:00:00+00:00,264,22,330.0,9.0
2025-06-24 00:00:00+00:00,141,12,172.0,7.0
2025-06-25 00:00:00+00:00,5,4,80.0,5.0
2025-06-26 00:00:00+00:00,24,3,56.0,3.0
2025-06-27 00:00:00+00:00,2,2,28.0,6.0
2025-06-28 00:00:00+00:00,1,1,,
2025-06-29 00:00:00+00:00,1,1,,
2025-06-30 00:00:00+00:00,6,6,19.0,4.0
2025-07-01 00:00:00+00:00,4,4,10.0,4.0
2025-07-02 00:00:00+00:00,4,4,25.0,4.0
2025-07-03 00:00:00+00:00,3,2,8.0,7.0
2025-07-04 00:00:00+00:00,14,4,6.0,5.0
