time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-18 00:00:00+00:00,12,3,26.0,2.0
2023-06-19 00:00:00+00:00,3,2,19.0,3.0
2023-06-20 00:00:00+00:00,50,5,86.0,6.0
2023-06-21 00:00:00+00:00,30,6,102.0,10.0
2023-06-22 00:00:00+00:00,26,3,188.0,8.0
2023-06-23 00:00:00+00:00,2,1,21.0,5.0
2023-06-24 00:00:00+00:00,1,1,5.0,5.0
2023-06-25 00:00:00+00:00,12,5,49.0,4.0
2023-06-26 00:00:00+00:00,6,3,150.0,7.0
2023-06-27 00:00:00+00:00,3,3,102.0,4.0
2023-06-28 00:00:00+00:00,18,4,27.0,5.0
2023-06-29 00:00:00+00:00,8,2,26.0,6.0
2023-06-30 00:00:00+00:00,10,4,,
2023-07-01 00:00:00+00:00,3,2,,
