time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-05 00:00:00+00:00,,,17,5
2024-01-06 00:00:00+00:00,1.0,1.0,4,2
2024-01-07 00:00:00+00:00,,,9,1
2024-01-08 00:00:00+00:00,11.0,3.0,73,10
2024-01-09 00:00:00+00:00,13.0,3.0,184,9
2024-01-10 00:00:00+00:00,38.0,6.0,74,6
2024-01-11 00:00:00+00:00,20.0,5.0,83,8
2024-01-12 00:00:00+00:00,76.0,7.0,136,9
2024-01-13 00:00:00+00:00,2.0,2.0,10,5
2024-01-14 00:00:00+00:00,,,14,6
2024-01-15 00:00:00+00:00,3.0,3.0,3,3
2024-01-16 00:00:00+00:00,34.0,3.0,109,7
2024-01-17 00:00:00+00:00,63.0,4.0,64,8
2024-01-18 00:00:00+00:00,66.0,6.0,94,8
