time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,60,25,74,8
2025-11-05 00:00:00+00:00,45,22,56,14
2025-11-06 00:00:00+00:00,122,56,99,9
2025-11-07 00:00:00+00:00,116,40,85,10
2025-11-08 00:00:00+00:00,12,8,6,3
2025-11-09 00:00:00+00:00,14,8,16,3
2025-11-10 00:00:00+00:00,36,23,147,13
2025-11-11 00:00:00+00:00,41,19,21,12
2025-11-12 00:00:00+00:00,71,6,138,10
2025-11-13 00:00:00+00:00,37,10,24,12
2025-11-14 00:00:00+00:00,2,2,7,5
2025-11-15 00:00:00+00:00,22,12,1,1
2025-11-16 00:00:00+00:00,6,6,5,5
2025-11-17 00:00:00+00:00,12,9,29,5
