time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,159,26,6,5
2026-06-03 00:00:00+00:00,147,62,30,11
2026-06-04 00:00:00+00:00,63,28,56,9
2026-06-05 00:00:00+00:00,666,78,74,11
2026-06-06 00:00:00+00:00,28,8,14,6
2026-06-07 00:00:00+00:00,78,24,33,16
2026-06-08 00:00:00+00:00,116,19,77,16
2026-06-09 00:00:00+00:00,179,59,32,12
2026-06-10 00:00:00+00:00,71,6,22,7
2026-06-11 00:00:00+00:00,47,17,14,8
2026-06-12 00:00:00+00:00,612,60,85,20
2026-06-13 00:00:00+00:00,95,30,32,32
2026-06-14 00:00:00+00:00,69,31,12,5
2026-06-15 00:00:00+00:00,77,20,52,15
