time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,18,10,29,13
2026-08-21 00:00:00+00:00,99,33,26,13
2026-08-22 00:00:00+00:00,32,22,50,47
2026-08-23 00:00:00+00:00,167,22,14,6
2026-08-24 00:00:00+00:00,34,20,156,25
2026-08-25 00:00:00+00:00,32,22,27,25
2026-08-26 00:00:00+00:00,38,21,40,12
2026-08-27 00:00:00+00:00,59,18,33,10
2026-08-28 00:00:00+00:00,132,48,72,11
2026-08-29 00:00:00+00:00,46,18,1,1
2026-08-30 00:00:00+00:00,26,12,14,5
2026-08-31 00:00:00+00:00,107,28,58,8
2026-09-01 00:00:00+00:00,275,55,134,12
2026-09-02 00:00:00+00:00,143,49,118,8
