time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,28,2,26,5
2024-05-27 00:00:00+00:00,6,2,38,4
2024-05-28 00:00:00+00:00,1,1,79,4
2024-05-29 00:00:00+00:00,53,3,248,8
2024-05-30 00:00:00+00:00,56,3,394,13
2024-05-31 00:00:00+00:00,2,2,45,11
2024-06-01 00:00:00+00:00,2,2,35,4
2024-06-02 00:00:00+00:00,8,3,26,7
2024-06-03 00:00:00+00:00,105,4,297,12
2024-06-04 00:00:00+00:00,14,5,396,12
2024-06-05 00:00:00+00:00,50,3,291,14
2024-06-06 00:00:00+00:00,98,9,201,11
2024-06-07 00:00:00+00:00,21,5,38,8
2024-06-08 00:00:00+00:00,86,3,38,3
