time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-16 00:00:00+00:00,24,13,7,6
2026-08-17 00:00:00+00:00,40,18,30,11
2026-08-18 00:00:00+00:00,364,12,65,9
2026-08-19 00:00:00+00:00,133,20,29,6
2026-08-20 00:00:00+00:00,18,10,29,13
2026-08-21 00:00:00+00:00,99,33,26,13
2026-08-22 00:00:00+00:00,32,22,50,47
2026-08-23 00:00:00+00:00,167,22,14,6
2026-08-24 00:00:00+00:00,34,20,156,25
2026-08-25 00:00:00+00:00,32,22,27,25
2026-08-26 00:00:00+00:00,38,21,40,12
2026-08-27 00:00:00+00:00,59,18,33,10
2026-08-28 00:00:00+00:00,132,48,72,11
2026-08-29 00:00:00+00:00,46,18,1,1
