time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-29 00:00:00+00:00,5.0,4.0,84,8
2025-07-30 00:00:00+00:00,23.0,3.0,85,9
2025-07-31 00:00:00+00:00,7.0,5.0,158,8
2025-08-01 00:00:00+00:00,4.0,3.0,4,4
2025-08-02 00:00:00+00:00,2.0,2.0,2,2
2025-08-03 00:00:00+00:00,3.0,3.0,3,2
2025-08-04 00:00:00+00:00,22.0,2.0,11,4
2025-08-05 00:00:00+00:00,2.0,1.0,45,5
2025-08-06 00:00:00+00:00,1.0,1.0,22,4
2025-08-07 00:00:00+00:00,2.0,2.0,9,2
2025-08-08 00:00:00+00:00,22.0,22.0,60,4
2025-08-09 00:00:00+00:00,2.0,2.0,10,5
2025-08-10 00:00:00+00:00,,,1,1
2025-08-11 00:00:00+00:00,68.0,4.0,105,7
