time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-18 00:00:00+00:00,27,18,26,7
2025-09-19 00:00:00+00:00,36,21,110,8
2025-09-20 00:00:00+00:00,11,9,8,4
2025-09-21 00:00:00+00:00,223,19,2,1
2025-09-22 00:00:00+00:00,61,20,88,8
2025-09-23 00:00:00+00:00,30,16,46,7
2025-09-24 00:00:00+00:00,16,12,159,10
2025-09-25 00:00:00+00:00,37,22,3,2
2025-09-26 00:00:00+00:00,35,26,7,4
2025-09-27 00:00:00+00:00,9,7,7,3
2025-09-28 00:00:00+00:00,8,7,2,2
2025-09-29 00:00:00+00:00,22,15,65,6
2025-09-30 00:00:00+00:00,33,12,77,7
2025-10-01 00:00:00+00:00,13,11,16,3
