referrer,views_total,views_unique
github.com,59,7
jonescompneurolab.github.io,39,5
Google,16,4
hnn.brown.edu,13,2
Bing,6,1
mail.google.com,4,2
chatgpt.com,1,1
sites.brown.edu,1,1
youtube.com,1,1
DuckDuckGo,1,1
