time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-27 00:00:00+00:00,2,2,28.0,6.0
2025-06-28 00:00:00+00:00,1,1,,
2025-06-29 00:00:00+00:00,1,1,,
2025-06-30 00:00:00+00:00,6,6,19.0,4.0
2025-07-01 00:00:00+00:00,4,4,10.0,4.0
2025-07-02 00:00:00+00:00,4,4,25.0,4.0
2025-07-03 00:00:00+00:00,3,2,8.0,7.0
2025-07-04 00:00:00+00:00,14,4,6.0,5.0
2025-07-05 00:00:00+00:00,26,2,4.0,4.0
2025-07-06 00:00:00+00:00,3,2,,
2025-07-07 00:00:00+00:00,38,6,85.0,8.0
2025-07-08 00:00:00+00:00,3,3,50.0,8.0
2025-07-09 00:00:00+00:00,35,4,57.0,6.0
2025-07-10 00:00:00+00:00,11,2,62.0,7.0
