time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-12 00:00:00+00:00,62,6,189,11
2026-01-13 00:00:00+00:00,154,37,172,18
2026-01-14 00:00:00+00:00,8,6,174,11
2026-01-15 00:00:00+00:00,14,3,98,16
2026-01-16 00:00:00+00:00,39,3,125,17
2026-01-17 00:00:00+00:00,5,4,102,12
2026-01-18 00:00:00+00:00,5,3,55,18
2026-01-19 00:00:00+00:00,1,1,37,10
2026-01-20 00:00:00+00:00,110,9,150,14
2026-01-21 00:00:00+00:00,185,25,150,19
2026-01-22 00:00:00+00:00,9,6,76,10
2026-01-23 00:00:00+00:00,37,3,137,9
2026-01-24 00:00:00+00:00,0,0,17,10
2026-01-25 00:00:00+00:00,16,5,33,14
