referrer,views_total,views_unique
github.com,51,6
summerofcode.withgoogle.com,21,3
Google,8,6
brown.wd5.myworkdayjobs.com,8,1
hnn.brown.edu,5,3
joss.theoj.org,4,4
jonescompneurolab.github.io,2,2
