referrer,views_total,views_unique
github.com,389,13
Google,92,15
jonescompneurolab.github.io,74,4
joss.theoj.org,23,1
hnn.brown.edu,18,4
neurostars.org,17,1
researchgate.net,2,1
mail.google.com,1,1
