time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-28 00:00:00+00:00,3.0,3.0,38.0,6.0
2023-08-29 00:00:00+00:00,5.0,5.0,41.0,4.0
2023-08-30 00:00:00+00:00,20.0,3.0,99.0,6.0
2023-08-31 00:00:00+00:00,37.0,4.0,20.0,3.0
2023-09-01 00:00:00+00:00,1.0,1.0,17.0,2.0
2023-09-02 00:00:00+00:00,15.0,2.0,11.0,2.0
2023-09-03 00:00:00+00:00,5.0,3.0,3.0,2.0
2023-09-04 00:00:00+00:00,,,19.0,4.0
2023-09-05 00:00:00+00:00,25.0,8.0,27.0,3.0
2023-09-06 00:00:00+00:00,3.0,3.0,10.0,1.0
2023-09-07 00:00:00+00:00,41.0,6.0,148.0,12.0
2023-09-08 00:00:00+00:00,2.0,2.0,13.0,4.0
2023-09-09 00:00:00+00:00,,,23.0,3.0
2023-09-10 00:00:00+00:00,9.0,3.0,,
