referrer,views_total,views_unique
github.com,114,11
Google,73,14
jonescompneurolab.github.io,61,8
scale-1.zettamodels.com,37,4
tool.beto.page,15,4
hnn.brown.edu,7,6
neurostars.org,6,1
joss.theoj.org,4,2
pypi.org,4,1
dylansdaniels.github.io,2,1
