time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-11 00:00:00+00:00,,,3,2
2022-10-12 00:00:00+00:00,,,6,4
2022-10-13 00:00:00+00:00,,,6,6
2022-10-14 00:00:00+00:00,1.0,1.0,3,3
2022-10-17 00:00:00+00:00,5.0,1.0,18,7
2022-10-18 00:00:00+00:00,1.0,1.0,43,6
2022-10-19 00:00:00+00:00,12.0,3.0,14,5
2022-10-20 00:00:00+00:00,20.0,1.0,21,6
2022-10-21 00:00:00+00:00,2.0,2.0,13,6
2022-10-22 00:00:00+00:00,1.0,1.0,17,2
2022-10-23 00:00:00+00:00,13.0,5.0,8,3
2022-10-24 00:00:00+00:00,,,7,3
