time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-20 00:00:00+00:00,1,1,,
2024-01-21 00:00:00+00:00,1,1,2.0,1.0
2024-01-22 00:00:00+00:00,9,3,25.0,4.0
2024-01-23 00:00:00+00:00,17,3,68.0,8.0
2024-01-24 00:00:00+00:00,17,3,26.0,3.0
2024-01-25 00:00:00+00:00,11,4,16.0,3.0
2024-01-26 00:00:00+00:00,8,1,57.0,5.0
2024-01-27 00:00:00+00:00,2,2,3.0,2.0
2024-01-28 00:00:00+00:00,2,2,1.0,1.0
2024-01-29 00:00:00+00:00,10,3,70.0,7.0
2024-01-30 00:00:00+00:00,2,2,41.0,6.0
2024-01-31 00:00:00+00:00,42,2,92.0,13.0
2024-02-01 00:00:00+00:00,14,4,99.0,15.0
2024-02-02 00:00:00+00:00,1,1,17.0,6.0
