time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-20 00:00:00+00:00,27.0,9.0,36,9
2025-11-21 00:00:00+00:00,54.0,11.0,30,6
2025-11-22 00:00:00+00:00,6.0,5.0,6,3
2025-11-23 00:00:00+00:00,,,17,7
2025-11-24 00:00:00+00:00,9.0,7.0,66,10
2025-11-25 00:00:00+00:00,7.0,6.0,34,11
2025-11-26 00:00:00+00:00,144.0,114.0,33,6
2025-11-27 00:00:00+00:00,37.0,15.0,40,5
2025-11-28 00:00:00+00:00,9.0,8.0,24,7
2025-11-29 00:00:00+00:00,19.0,15.0,12,12
2025-11-30 00:00:00+00:00,4.0,4.0,5,4
2025-12-01 00:00:00+00:00,21.0,5.0,61,8
2025-12-02 00:00:00+00:00,45.0,15.0,37,7
2025-12-03 00:00:00+00:00,8.0,6.0,51,8
