time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-09 00:00:00+00:00,2.0,1.0,93,7
2024-04-10 00:00:00+00:00,8.0,3.0,57,6
2024-04-11 00:00:00+00:00,68.0,4.0,260,9
2024-04-12 00:00:00+00:00,57.0,7.0,288,6
2024-04-13 00:00:00+00:00,20.0,4.0,11,2
2024-04-14 00:00:00+00:00,,,1,1
2024-04-15 00:00:00+00:00,66.0,2.0,179,9
2024-04-16 00:00:00+00:00,40.0,2.0,177,11
2024-04-17 00:00:00+00:00,9.0,2.0,164,12
2024-04-18 00:00:00+00:00,12.0,5.0,82,5
2024-04-19 00:00:00+00:00,42.0,6.0,204,10
2024-04-20 00:00:00+00:00,2.0,2.0,10,2
2024-04-21 00:00:00+00:00,,,7,2
2024-04-22 00:00:00+00:00,45.0,9.0,97,9
