time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-02 00:00:00+00:00,,,55,5
2024-10-03 00:00:00+00:00,,,14,4
2024-10-04 00:00:00+00:00,16.0,3.0,27,5
2024-10-05 00:00:00+00:00,2.0,2.0,7,2
2024-10-06 00:00:00+00:00,12.0,2.0,11,3
2024-10-07 00:00:00+00:00,18.0,5.0,86,8
2024-10-08 00:00:00+00:00,1.0,1.0,31,10
2024-10-09 00:00:00+00:00,15.0,4.0,74,16
2024-10-10 00:00:00+00:00,36.0,2.0,35,12
2024-10-11 00:00:00+00:00,25.0,3.0,55,8
2024-10-12 00:00:00+00:00,2.0,2.0,10,8
2024-10-13 00:00:00+00:00,,,5,4
2024-10-14 00:00:00+00:00,,,57,8
2024-10-15 00:00:00+00:00,,,209,14
