time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-12 00:00:00+00:00,2.0,2.0,19,8
2023-03-13 00:00:00+00:00,60.0,3.0,125,8
2023-03-14 00:00:00+00:00,11.0,1.0,145,13
2023-03-15 00:00:00+00:00,19.0,2.0,126,9
2023-03-16 00:00:00+00:00,72.0,6.0,164,6
2023-03-17 00:00:00+00:00,11.0,3.0,55,10
2023-03-18 00:00:00+00:00,1.0,1.0,16,5
2023-03-19 00:00:00+00:00,11.0,3.0,143,9
2023-03-20 00:00:00+00:00,315.0,10.0,670,15
2023-03-21 00:00:00+00:00,2.0,1.0,53,12
2023-03-22 00:00:00+00:00,5.0,2.0,63,13
2023-03-23 00:00:00+00:00,17.0,4.0,75,7
2023-03-24 00:00:00+00:00,16.0,2.0,31,8
2023-03-25 00:00:00+00:00,,,15,4
