referrer,views_total,views_unique
github.com,476,22
Google,44,4
mail.google.com,29,2
neurostars.org,28,3
jonescompneurolab.github.io,14,4
com.google.android.gm,11,3
DuckDuckGo,10,2
app.codecov.io,5,2
summerofcode.withgoogle.com,4,3
Bing,4,1
