time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-02 00:00:00+00:00,12,5,110,10
2024-05-03 00:00:00+00:00,106,5,257,8
2024-05-04 00:00:00+00:00,3,2,15,4
2024-05-05 00:00:00+00:00,1,1,15,4
2024-05-06 00:00:00+00:00,72,4,223,7
2024-05-07 00:00:00+00:00,30,2,201,11
2024-05-08 00:00:00+00:00,142,9,380,17
2024-05-09 00:00:00+00:00,49,3,283,7
2024-05-10 00:00:00+00:00,63,2,196,7
2024-05-11 00:00:00+00:00,1,1,31,5
2024-05-12 00:00:00+00:00,2,2,37,6
2024-05-13 00:00:00+00:00,46,3,199,17
2024-05-14 00:00:00+00:00,34,6,136,8
2024-05-15 00:00:00+00:00,100,2,253,14
