time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-20 00:00:00+00:00,23.0,3.0,26,4
2023-02-21 00:00:00+00:00,3.0,2.0,4,3
2023-02-22 00:00:00+00:00,,,19,3
2023-02-23 00:00:00+00:00,2.0,2.0,17,6
2023-02-24 00:00:00+00:00,2.0,2.0,6,3
2023-02-25 00:00:00+00:00,1.0,1.0,1,1
2023-02-26 00:00:00+00:00,,,4,3
2023-02-27 00:00:00+00:00,21.0,1.0,73,3
2023-02-28 00:00:00+00:00,96.0,5.0,77,4
2023-03-01 00:00:00+00:00,,,88,9
2023-03-02 00:00:00+00:00,9.0,6.0,42,2
2023-03-03 00:00:00+00:00,3.0,2.0,13,2
2023-03-04 00:00:00+00:00,65.0,3.0,101,4
2023-03-05 00:00:00+00:00,32.0,2.0,21,3
