time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-20 00:00:00+00:00,49.0,3.0,24.0,7.0
2023-01-21 00:00:00+00:00,24.0,2.0,,
2023-01-22 00:00:00+00:00,9.0,3.0,66.0,5.0
2023-01-23 00:00:00+00:00,17.0,3.0,74.0,7.0
2023-01-24 00:00:00+00:00,1.0,1.0,24.0,7.0
2023-01-25 00:00:00+00:00,1.0,1.0,63.0,9.0
2023-01-26 00:00:00+00:00,1.0,1.0,53.0,9.0
2023-01-27 00:00:00+00:00,,,14.0,5.0
2023-01-28 00:00:00+00:00,,,5.0,2.0
2023-01-29 00:00:00+00:00,4.0,4.0,30.0,2.0
2023-01-30 00:00:00+00:00,,,19.0,6.0
2023-01-31 00:00:00+00:00,1.0,1.0,9.0,4.0
2023-02-01 00:00:00+00:00,,,25.0,6.0
2023-02-02 00:00:00+00:00,,,2.0,2.0
