time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,38,21,40,12
2026-08-27 00:00:00+00:00,59,18,33,10
2026-08-28 00:00:00+00:00,132,48,72,11
2026-08-29 00:00:00+00:00,46,18,1,1
2026-08-30 00:00:00+00:00,26,12,14,5
2026-08-31 00:00:00+00:00,107,28,58,8
2026-09-01 00:00:00+00:00,275,55,134,12
2026-09-02 00:00:00+00:00,143,49,118,8
2026-09-03 00:00:00+00:00,339,62,228,16
2026-09-04 00:00:00+00:00,2328,28,15,5
2026-09-05 00:00:00+00:00,161,16,25,3
2026-09-06 00:00:00+00:00,414,45,10,3
2026-09-07 00:00:00+00:00,3433,20,12,2
2026-09-08 00:00:00+00:00,397,198,84,6
