referrer,views_total,views_unique
github.com,92,10
hnn.brown.edu,26,9
joss.theoj.org,26,7
Google,15,7
summerofcode.withgoogle.com,13,2
jonescompneurolab.github.io,8,1
mail.google.com,4,2
zenodo.org,3,1
careers.insidehighered.com,2,1
